0.000000, -1.000000, -1.#IND00
0.100000, -1.000000, 0.000001
0.200000, -0.999909, 0.004540
0.300000, -0.997458, 0.056418
0.400000, -0.986614, 0.166201
0.500000, -0.964028, 0.282603
0.600000, -0.931110, 0.369541
0.700000, -0.891373, 0.419293
0.800000, -0.848284, 0.438148
0.900000, -0.804455, 0.435620
1.000000, -0.761594, 0.419974
1.100000, -0.720696, 0.397188
1.200000, -0.682262, 0.371194
1.300000, -0.646482, 0.344415
1.400000, -0.613357, 0.318262
1.500000, -0.582783, 0.293495
1.600000, -0.554600, 0.270476
1.700000, -0.528625, 0.249327
1.800000, -0.504672, 0.230033
1.900000, -0.482560, 0.212503
2.000000, -0.462117, 0.196612
2.100000, -0.443188, 0.182219
2.200000, -0.425628, 0.169182
2.300000, -0.409310, 0.157366
2.400000, -0.394119, 0.146644
2.500000, -0.379949, 0.136902
2.600000, -0.366709, 0.128036
2.700000, -0.354316, 0.119953
2.800000, -0.342695, 0.112571
2.900000, -0.331780, 0.105817
3.000000, -0.321513, 0.099626
3.100000, -0.311838, 0.093939
3.200000, -0.302710, 0.088708
3.300000, -0.294083, 0.083886
3.400000, -0.285920, 0.079433
3.500000, -0.278185, 0.075315
3.600000, -0.270847, 0.071500
3.700000, -0.263876, 0.067960
3.800000, -0.257247, 0.064669
3.900000, -0.250935, 0.061606
4.000000, -0.244919, 0.058751
4.100000, -0.239178, 0.056085
4.200000, -0.233696, 0.053593
4.300000, -0.228454, 0.051261
4.400000, -0.223439, 0.049074
4.500000, -0.218635, 0.047022
4.600000, -0.214030, 0.045094
4.700000, -0.209612, 0.043280
4.800000, -0.205371, 0.041572
4.900000, -0.201295, 0.039962
5.000000, -0.197375, 0.038442
5.100000, -0.193604, 0.037006
5.200000, -0.189972, 0.035648
5.300000, -0.186472, 0.034362
5.400000, -0.183097, 0.033144
5.500000, -0.179841, 0.031989
5.600000, -0.176697, 0.030892
5.700000, -0.173661, 0.029850
5.800000, -0.170725, 0.028860
5.900000, -0.167887, 0.027918
6.000000, -0.165140, 0.027020
6.100000, -0.162481, 0.026165
6.200000, -0.159906, 0.025349
6.300000, -0.157410, 0.024571
6.400000, -0.154991, 0.023828
6.500000, -0.152644, 0.023117
6.600000, -0.150366, 0.022438
6.700000, -0.148155, 0.021788
6.800000, -0.146008, 0.021165
6.900000, -0.143921, 0.020569
7.000000, -0.141893, 0.019997
7.100000, -0.139921, 0.019449
7.200000, -0.138003, 0.018923
7.300000, -0.136136, 0.018417
7.400000, -0.134319, 0.017932
7.500000, -0.132549, 0.017465
7.600000, -0.130825, 0.017017
7.700000, -0.129145, 0.016585
7.800000, -0.127507, 0.016169
7.900000, -0.125911, 0.015769
8.000000, -0.124353, 0.015383
8.100000, -0.122833, 0.015012
8.200000, -0.121350, 0.014653
8.300000, -0.119902, 0.014307
8.400000, -0.118488, 0.013973
8.500000, -0.117107, 0.013651
8.600000, -0.115758, 0.013340
8.700000, -0.114439, 0.013039
8.800000, -0.113150, 0.012748
8.900000, -0.111889, 0.012467
9.000000, -0.110656, 0.012195
9.100000, -0.109450, 0.011931
9.200000, -0.108270, 0.011676
9.300000, -0.107114, 0.011429
9.400000, -0.105983, 0.011190
9.500000, -0.104876, 0.010958
9.600000, -0.103792, 0.010734
9.700000, -0.102729, 0.010516
9.800000, -0.101688, 0.010305
9.900000, -0.100668, 0.010100
10.000000, -0.099668, 0.009901
