0.000000, -2.479972, 1.#INF00, 0.083662
0.100000, -2.551570, 245.328273, 0.485780
0.200000, -2.507153, 69.080763, 0.544651
0.300000, -2.355833, 21.754436, 0.059523
0.400000, -2.348916, 13.163032, 0.157799
0.500000, -2.493409, 11.962223, 0.299321
0.600000, -2.451213, 26.585852, 0.313483
0.700000, -2.992982, 9.222085, 0.997052
0.800000, -2.920363, 25.040920, 0.919375
0.900000, -2.593150, 3.635236, 0.000970
1.000000, -2.590703, 2.940706, 0.392196
1.100000, -2.990781, 4.172712, 0.995350
1.200000, -2.991909, 3.664458, 0.996946
1.300000, -2.967220, 6.488509, 0.971165
1.400000, -2.982865, 3.186132, 0.989990
1.500000, -2.569444, 1.392645, 0.194429
1.600000, -2.979963, 2.795114, 0.990956
1.700000, -2.982973, 1.775029, 0.996080
1.800000, -2.970821, 2.120210, 0.988739
1.900000, -2.963675, 2.146161, 0.990250
2.000000, -2.961983, 1.189097, 0.991853
2.100000, -2.949193, 1.191633, 0.989488
2.200000, -2.692555, 8.924884, 0.615484
2.300000, -2.920467, 1.044284, 0.985129
2.400000, -2.898844, 0.988684, 0.981323
2.500000, -2.865828, 1.743570, 0.966991
2.600000, -2.703294, 6.638222, 0.797714
2.700000, -2.805947, 1.718896, 0.956864
2.800000, -2.774737, 1.724952, 0.950948
2.900000, -2.731149, 1.357667, 0.945376
3.000000, -2.691894, 1.813632, 0.935321
3.100000, -2.608148, 2.471732, 0.900183
3.200000, -2.559546, 2.664744, 0.875608
3.300000, -2.527507, 1.082088, 0.907167
3.400000, -2.456917, 1.117869, 0.891086
3.500000, -2.395377, 1.108910, 0.878700
3.600000, -2.312505, 1.331471, 0.855309
3.700000, -2.208630, 1.698905, 0.823055
3.800000, -2.116037, 1.469620, 0.804836
3.900000, -1.986720, 1.882652, 0.748009
4.000000, -1.898803, 1.450468, 0.742311
4.100000, -1.745276, 1.910465, 0.672701
4.200000, -1.653355, 1.599509, 0.658712
4.300000, -1.423165, 1.758254, 0.244799
4.400000, -1.225513, 1.523732, 0.238110
4.500000, -1.094392, 1.199991, 0.145731
4.600000, -1.057288, 1.048504, 0.059757
4.700000, -0.924052, 0.661317, 0.008045
4.800000, -0.871136, 0.583876, 0.100976
4.900000, -0.819396, 0.412478, 0.032104
5.000000, -0.776981, 0.329257, 0.056931
5.100000, -0.756392, 0.299941, 0.039058
5.200000, -0.719813, 0.280928, 0.011487
5.300000, -0.699847, 0.257730, 0.033806
5.400000, -0.674716, 0.207444, 0.002379
5.500000, -0.657439, 0.213184, 0.005586
5.600000, -0.638855, 0.185323, 0.000968
5.700000, -0.619575, 0.158995, 0.011916
5.800000, -0.605543, 0.145401, 0.013640
5.900000, -0.588205, 0.153985, 0.001954
6.000000, -0.570503, 0.134534, 0.002003
6.100000, -0.559572, 0.133037, 0.012824
6.200000, -0.549167, 0.130093, 0.010625
6.300000, -0.543199, 0.115081, 0.006381
6.400000, -0.526716, 0.107641, 0.002157
6.500000, -0.515309, 0.102607, 0.004684
6.600000, -0.509987, 0.099356, 0.007619
6.700000, -0.497274, 0.094576, 0.002121
6.800000, -0.487153, 0.096332, 0.008421
6.900000, -0.480142, 0.086034, 0.006633
7.000000, -0.470919, 0.082461, 0.008996
7.100000, -0.462954, 0.080103, 0.009681
7.200000, -0.454790, 0.078212, 0.000697
7.300000, -0.444913, 0.071623, 0.003543
7.400000, -0.440653, 0.072853, 0.003336
7.500000, -0.436605, 0.068975, 0.000454
7.600000, -0.426880, 0.068453, 0.008963
7.700000, -0.422708, 0.065052, 0.005022
7.800000, -0.408167, 0.063892, 0.012219
7.900000, -0.402455, 0.056177, 0.007514
8.000000, -0.400985, 0.058759, 0.002420
8.100000, -0.398803, 0.056057, 0.002913
8.200000, -0.391131, 0.054610, 0.006565
8.300000, -0.384450, 0.054616, 0.000367
8.400000, -0.380923, 0.051369, 0.008770
8.500000, -0.371982, 0.050391, 0.002345
8.600000, -0.367078, 0.048496, 0.001624
8.700000, -0.363765, 0.047855, 0.001092
8.800000, -0.360426, 0.045589, 0.003710
8.900000, -0.351845, 0.043119, 0.003996
9.000000, -0.350560, 0.045263, 0.000548
9.100000, -0.346385, 0.042623, 0.004091
9.200000, -0.339978, 0.039990, 0.004171
9.300000, -0.336564, 0.042143, 0.001702
9.400000, -0.334165, 0.038889, 0.001562
9.500000, -0.327749, 0.038276, 0.003774
9.600000, -0.330516, 0.037157, 0.001035
9.700000, -0.325327, 0.037087, 0.001429
9.800000, -0.318944, 0.035490, 0.002152
9.900000, -0.315290, 0.035081, 0.001896
10.000000, -0.310518, 0.034011, 0.004159
